Beach,Date,Reading,Prediction,SwimStatus
Ohio-Street-Beach,06/05/2015,285.0,134.0,No Restrictions
Ohio-Street-Beach,06/06/2015,26.0,131.9,Swim Advisory
Ohio-Street-Beach,06/07/2015,0.0,48.0,No Restrictions
Ohio-Street-Beach,06/08/2015,71.0,74.7,Swim Ban
Ohio-Street-Beach,06/09/2015,9.0,68.4,No Restrictions
Ohio-Street-Beach,06/10/2015,55.0,26.1,No Restrictions
Ohio-Street-Beach,06/11/2015,111.0,69.2,No Restrictions
Ohio-Street-Beach,06/12/2015,583.0,89.3,No Restrictions
Ohio-Street-Beach,06/13/2015,68.0,105.3,Swim Advisory
Ohio-Street-Beach,06/14/2015,0.0,105.3,No Restrictions
Ohio-Street-Beach,06/15/2015,145.0,43.1,Swim Ban
Ohio-Street-Beach,06/16/2015,65.0,150.4,Swim Ban
Ohio-Street-Beach,06/17/2015,251.0,59.4,No Restrictions
Ohio-Street-Beach,06/18/2015,13.0,56.3,Swim Advisory
Ohio-Street-Beach,06/19/2015,156.0,89.6,No Restrictions
Ohio-Street-Beach,06/20/2015,0.0,69.6,No Restrictions
Ohio-Street-Beach,06/21/2015,0.0,58.2,No Restrictions
Ohio-Street-Beach,06/22/2015,9.0,34.3,Swim Ban
Ohio-Street-Beach,06/23/2015,244.0,38.1,No Restrictions
Ohio-Street-Beach,06/24/2015,318.0,31.9,Swim Advisory
Ohio-Street-Beach,06/25/2015,956.0,85.3,Swim Advisory
Ohio-Street-Beach,06/26/2015,274.0,70.4,Swim Advisory
Ohio-Street-Beach,06/27/2015,34.0,121.5,Swim Advisory
Ohio-Street-Beach,06/28/2015,0.0,35.9,No Restrictions
Ohio-Street-Beach,06/29/2015,39.0,57.5,No Restrictions
Ohio-Street-Beach,06/30/2015,53.0,40.0,No Restrictions
Ohio-Street-Beach,07/01/2015,31.0,57.3,No Restrictions
Ohio-Street-Beach,07/02/2015,30.0,63.8,Swim Advisory
Ohio-Street-Beach,07/03/2015,0.0,43.2,No Restrictions
Ohio-Street-Beach,07/04/2015,0.0,32.6,No Restrictions
Ohio-Street-Beach,07/05/2015,0.0,28.6,No Restrictions
Ohio-Street-Beach,07/06/2015,7.0,28.0,No Restrictions
Ohio-Street-Beach,07/07/2015,62.0,123.8,Swim Ban
Ohio-Street-Beach,07/08/2015,26.0,43.7,No Restrictions
Ohio-Street-Beach,07/09/2015,33.0,54.0,No Restrictions
Ohio-Street-Beach,07/10/2015,7.0,53.5,No Restrictions
Ohio-Street-Beach,07/11/2015,0.0,26.9,No Restrictions
Ohio-Street-Beach,07/12/2015,0.0,41.0,No Restrictions
Ohio-Street-Beach,07/13/2015,109.0,38.6,No Restrictions
Ohio-Street-Beach,07/14/2015,8.0,34.4,No Restrictions
Ohio-Street-Beach,07/15/2015,25.0,38.1,No Restrictions
Ohio-Street-Beach,07/16/2015,13.0,34.0,No Restrictions
Ohio-Street-Beach,07/17/2015,8.0,48.6,No Restrictions
Ohio-Street-Beach,07/18/2015,0.0,19.0,Swim Ban
Ohio-Street-Beach,07/19/2015,0.0,31.1,No Restrictions
Ohio-Street-Beach,07/20/2015,7.0,21.1,No Restrictions
Ohio-Street-Beach,07/21/2015,16.0,21.8,No Restrictions
Ohio-Street-Beach,07/22/2015,41.0,18.2,No Restrictions
Ohio-Street-Beach,07/23/2015,27.0,18.1,No Restrictions
Ohio-Street-Beach,07/24/2015,17.0,15.9,No Restrictions
Ohio-Street-Beach,07/25/2015,0.0,15.8,No Restrictions
Ohio-Street-Beach,07/26/2015,0.0,19.9,No Restrictions
Ohio-Street-Beach,07/27/2015,28.0,22.4,No Restrictions
Ohio-Street-Beach,07/28/2015,9.0,16.0,No Restrictions
Ohio-Street-Beach,07/29/2015,4.0,32.2,No Restrictions
Ohio-Street-Beach,07/30/2015,36.0,32.2,No Restrictions
Ohio-Street-Beach,07/31/2015,40.0,12.3,No Restrictions
Ohio-Street-Beach,08/01/2015,0.0,12.4,No Restrictions
Ohio-Street-Beach,08/02/2015,0.0,15.5,No Restrictions
Ohio-Street-Beach,08/03/2015,13.0,32.2,No Restrictions
Ohio-Street-Beach,08/04/2015,3.0,14.3,No Restrictions
Ohio-Street-Beach,08/05/2015,4.0,14.8,No Restrictions
Ohio-Street-Beach,08/06/2015,173.0,15.8,No Restrictions
Ohio-Street-Beach,08/07/2015,14.0,12.3,No Restrictions
Ohio-Street-Beach,08/08/2015,0.0,11.3,No Restrictions
Ohio-Street-Beach,08/09/2015,0.0,17.7,No Restrictions
Ohio-Street-Beach,08/10/2015,4.0,17.1,Swim Ban
Ohio-Street-Beach,08/11/2015,30.0,18.0,No Restrictions
Ohio-Street-Beach,08/12/2015,34.0,13.9,No Restrictions
Ohio-Street-Beach,08/13/2015,34.0,13.6,No Restrictions
Ohio-Street-Beach,08/14/2015,42.0,10.8,No Restrictions
Ohio-Street-Beach,08/15/2015,0.0,24.5,No Restrictions
Ohio-Street-Beach,08/16/2015,0.0,12.8,No Restrictions
Ohio-Street-Beach,08/17/2015,262.0,11.3,Swim Ban
Ohio-Street-Beach,08/18/2015,77.0,33.7,Swim Advisory
Ohio-Street-Beach,08/19/2015,20.0,24.3,No Restrictions
Ohio-Street-Beach,08/20/2015,6.0,16.8,No Restrictions
Ohio-Street-Beach,08/21/2015,5.0,13.8,No Restrictions
Ohio-Street-Beach,08/22/2015,0.0,11.0,No Restrictions
Ohio-Street-Beach,08/23/2015,0.0,10.8,No Restrictions
Ohio-Street-Beach,08/24/2015,197.0,22.1,No Restrictions
Ohio-Street-Beach,08/25/2015,24.0,10.8,No Restrictions
Ohio-Street-Beach,08/26/2015,15.0,15.4,No Restrictions
Ohio-Street-Beach,08/27/2015,12.0,15.9,No Restrictions
Ohio-Street-Beach,08/28/2015,19.0,14.3,No Restrictions
Ohio-Street-Beach,08/29/2015,0.0,20.8,No Restrictions
Ohio-Street-Beach,08/30/2015,0.0,17.7,No Restrictions
Ohio-Street-Beach,08/31/2015,16.0,14.8,No Restrictions
Ohio-Street-Beach,09/01/2015,161.0,10.3,No Restrictions
Ohio-Street-Beach,09/02/2015,284.0,8.9,No Restrictions
Ohio-Street-Beach,09/03/2015,447.0,7.2,Swim Advisory
Ohio-Street-Beach,09/04/2015,25.0,13.1,Swim Advisory
Ohio-Street-Beach,09/05/2015,0.0,9.4,No Restrictions
Ohio-Street-Beach,09/06/2015,0.0,14.7,No Restrictions
Ohio-Street-Beach,09/07/2015,0.0,6.0,No Restrictions
Columbia-Beach,05/22/2015,6.0,19.8,No Restrictions
Columbia-Beach,05/23/2015,3.0,16.9,No Restrictions
Columbia-Beach,05/24/2015,0.0,23.7,No Restrictions
Columbia-Beach,05/25/2015,0.0,50.7,No Restrictions
Columbia-Beach,05/26/2015,1.0,13.1,No Restrictions
Columbia-Beach,05/27/2015,1.0,9.5,No Restrictions
Columbia-Beach,05/28/2015,3.0,7.1,No Restrictions
Columbia-Beach,05/29/2015,8.0,15.3,No Restrictions
Columbia-Beach,05/30/2015,0.0,24.6,Swim Ban
Columbia-Beach,05/31/2015,0.0,102.4,Swim Ban
Columbia-Beach,06/01/2015,111.0,78.6,No Restrictions
Columbia-Beach,06/02/2015,48.0,19.5,No Restrictions
Columbia-Beach,06/03/2015,2.0,15.8,No Restrictions
Columbia-Beach,06/04/2015,15.0,9.8,No Restrictions
Columbia-Beach,06/05/2015,5.0,31.5,No Restrictions
Columbia-Beach,06/06/2015,0.0,29.4,No Restrictions
Columbia-Beach,06/07/2015,0.0,10.3,No Restrictions
Columbia-Beach,06/08/2015,8.0,16.5,No Restrictions
Columbia-Beach,06/09/2015,2.0,21.4,No Restrictions
Columbia-Beach,06/10/2015,1.0,4.9,No Restrictions
Columbia-Beach,06/11/2015,17.0,31.0,No Restrictions
Columbia-Beach,06/12/2015,25.0,27.3,No Restrictions
Columbia-Beach,06/13/2015,0.0,20.4,Swim Ban
Columbia-Beach,06/14/2015,0.0,20.4,No Restrictions
Columbia-Beach,06/15/2015,12.0,11.1,Swim Ban
Columbia-Beach,06/16/2015,42.0,80.6,Swim Ban
Columbia-Beach,06/17/2015,180.0,32.1,No Restrictions
Columbia-Beach,06/18/2015,6.0,17.5,No Restrictions
Columbia-Beach,06/19/2015,40.0,57.1,No Restrictions
Columbia-Beach,06/20/2015,0.0,30.0,No Restrictions
Columbia-Beach,06/21/2015,0.0,19.8,No Restrictions
Columbia-Beach,06/22/2015,1.0,13.4,Swim Ban
Columbia-Beach,06/23/2015,7.0,17.1,No Restrictions
Columbia-Beach,06/24/2015,2.0,20.3,No Restrictions
Columbia-Beach,06/25/2015,5.0,51.7,Swim Ban
Columbia-Beach,06/26/2015,35.0,35.3,No Restrictions
Columbia-Beach,06/27/2015,0.0,40.1,No Restrictions
Columbia-Beach,06/28/2015,0.0,11.9,No Restrictions
Columbia-Beach,06/29/2015,48.0,32.1,No Restrictions
Columbia-Beach,06/30/2015,4.0,19.6,No Restrictions
Columbia-Beach,07/01/2015,128.0,54.2,No Restrictions
Columbia-Beach,07/02/2015,20.0,57.3,Swim Advisory
Columbia-Beach,07/03/2015,0.0,40.6,No Restrictions
Columbia-Beach,07/04/2015,0.0,11.0,No Restrictions
Columbia-Beach,07/05/2015,0.0,11.7,No Restrictions
Columbia-Beach,07/06/2015,2.0,17.7,No Restrictions
Columbia-Beach,07/07/2015,281.0,85.4,Swim Ban
Columbia-Beach,07/08/2015,355.0,49.6,Swim Advisory
Columbia-Beach,07/09/2015,214.0,40.2,Swim Advisory
Columbia-Beach,07/10/2015,93.0,24.3,No Restrictions
Columbia-Beach,07/11/2015,0.0,18.7,No Restrictions
Columbia-Beach,07/12/2015,0.0,32.0,No Restrictions
Columbia-Beach,07/13/2015,95.0,44.9,No Restrictions
Columbia-Beach,07/14/2015,1.0,16.4,No Restrictions
Columbia-Beach,07/15/2015,399.0,30.7,Swim Advisory
Columbia-Beach,07/16/2015,109.0,31.2,Swim Advisory
Columbia-Beach,07/17/2015,16.0,17.8,No Restrictions
Columbia-Beach,07/18/2015,0.0,10.2,No Restrictions
Columbia-Beach,07/19/2015,0.0,18.7,No Restrictions
Columbia-Beach,07/20/2015,7.0,11.9,No Restrictions
Columbia-Beach,07/21/2015,48.0,20.0,No Restrictions
Columbia-Beach,07/22/2015,11.0,22.5,No Restrictions
Columbia-Beach,07/23/2015,24.0,15.1,No Restrictions
Columbia-Beach,07/24/2015,23.0,14.4,No Restrictions
Columbia-Beach,07/25/2015,0.0,11.3,No Restrictions
Columbia-Beach,07/26/2015,0.0,26.8,No Restrictions
Columbia-Beach,07/27/2015,79.0,19.0,No Restrictions
Columbia-Beach,07/28/2015,34.0,19.5,No Restrictions
Columbia-Beach,07/29/2015,21.0,13.4,No Restrictions
Columbia-Beach,07/30/2015,24.0,13.4,No Restrictions
Columbia-Beach,07/31/2015,596.0,17.4,No Restrictions
Columbia-Beach,08/01/2015,34.0,12.2,Swim Advisory
Columbia-Beach,08/02/2015,0.0,13.2,No Restrictions
Columbia-Beach,08/03/2015,649.0,30.5,No Restrictions
Columbia-Beach,08/04/2015,23.0,13.2,Swim Advisory
Columbia-Beach,08/05/2015,399.0,24.0,No Restrictions
Columbia-Beach,08/06/2015,29.0,51.3,Swim Advisory
Columbia-Beach,08/07/2015,20.0,12.8,No Restrictions
Columbia-Beach,08/08/2015,0.0,11.0,No Restrictions
Columbia-Beach,08/09/2015,0.0,51.0,No Restrictions
Columbia-Beach,08/10/2015,13.0,32.6,Swim Ban
Columbia-Beach,08/11/2015,163.0,57.6,No Restrictions
Columbia-Beach,08/12/2015,74.0,49.8,No Restrictions
Columbia-Beach,08/13/2015,10.0,14.5,No Restrictions
Columbia-Beach,08/14/2015,32.0,16.8,No Restrictions
Columbia-Beach,08/15/2015,0.0,20.0,No Restrictions
Columbia-Beach,08/16/2015,0.0,15.3,No Restrictions
Columbia-Beach,08/17/2015,9.0,14.8,Swim Ban
Columbia-Beach,08/18/2015,9.0,104.3,No Restrictions
Columbia-Beach,08/19/2015,52.0,29.5,No Restrictions
Columbia-Beach,08/20/2015,7.0,20.4,No Restrictions
Columbia-Beach,08/21/2015,2.0,22.1,No Restrictions
Columbia-Beach,08/22/2015,0.0,30.6,No Restrictions
Columbia-Beach,08/23/2015,0.0,37.4,No Restrictions
Columbia-Beach,08/24/2015,70.0,24.2,No Restrictions
Columbia-Beach,08/25/2015,41.0,22.9,No Restrictions
Columbia-Beach,08/26/2015,22.0,53.3,No Restrictions
Columbia-Beach,08/27/2015,5.0,30.5,No Restrictions
Columbia-Beach,08/28/2015,79.0,41.7,No Restrictions
Columbia-Beach,08/29/2015,0.0,121.8,No Restrictions
Columbia-Beach,08/30/2015,0.0,58.0,No Restrictions
Columbia-Beach,08/31/2015,10.0,28.3,No Restrictions
Columbia-Beach,09/01/2015,2.0,17.2,No Restrictions
Columbia-Beach,09/02/2015,5.0,16.8,No Restrictions
Columbia-Beach,09/03/2015,2.0,19.1,No Restrictions
Columbia-Beach,09/04/2015,11.0,40.8,No Restrictions
Columbia-Beach,09/05/2015,0.0,41.5,No Restrictions
Columbia-Beach,09/06/2015,0.0,14.3,No Restrictions
Columbia-Beach,09/07/2015,0.0,18.1,No Restrictions
Hartigan-Beach,05/22/2015,6.0,19.8,No Restrictions
Hartigan-Beach,05/23/2015,3.0,16.9,No Restrictions
Hartigan-Beach,05/24/2015,0.0,23.7,No Restrictions
Hartigan-Beach,05/25/2015,0.0,50.7,No Restrictions
Hartigan-Beach,05/26/2015,1.0,13.1,No Restrictions
Hartigan-Beach,05/27/2015,1.0,9.5,No Restrictions
Hartigan-Beach,05/28/2015,3.0,7.1,No Restrictions
Hartigan-Beach,05/29/2015,8.0,15.3,No Restrictions
Hartigan-Beach,05/30/2015,0.0,24.6,Swim Ban
Hartigan-Beach,05/31/2015,0.0,102.4,Swim Ban
Hartigan-Beach,06/01/2015,111.0,78.6,No Restrictions
Hartigan-Beach,06/02/2015,48.0,19.5,No Restrictions
Hartigan-Beach,06/03/2015,2.0,15.8,No Restrictions
Hartigan-Beach,06/04/2015,15.0,9.8,No Restrictions
Hartigan-Beach,06/05/2015,5.0,31.5,No Restrictions
Hartigan-Beach,06/06/2015,0.0,29.4,No Restrictions
Hartigan-Beach,06/07/2015,0.0,10.3,No Restrictions
Hartigan-Beach,06/08/2015,8.0,16.5,No Restrictions
Hartigan-Beach,06/09/2015,2.0,21.4,No Restrictions
Hartigan-Beach,06/10/2015,1.0,4.9,No Restrictions
Hartigan-Beach,06/11/2015,17.0,31.0,No Restrictions
Hartigan-Beach,06/12/2015,25.0,27.3,No Restrictions
Hartigan-Beach,06/13/2015,0.0,20.4,Swim Ban
Hartigan-Beach,06/14/2015,0.0,20.4,No Restrictions
Hartigan-Beach,06/15/2015,12.0,11.1,Swim Ban
Hartigan-Beach,06/16/2015,42.0,80.6,Swim Ban
Hartigan-Beach,06/17/2015,180.0,32.1,No Restrictions
Hartigan-Beach,06/18/2015,6.0,17.5,No Restrictions
Hartigan-Beach,06/19/2015,40.0,57.1,No Restrictions
Hartigan-Beach,06/20/2015,0.0,30.0,No Restrictions
Hartigan-Beach,06/21/2015,0.0,19.8,No Restrictions
Hartigan-Beach,06/22/2015,1.0,13.4,Swim Ban
Hartigan-Beach,06/23/2015,7.0,17.1,No Restrictions
Hartigan-Beach,06/24/2015,2.0,20.3,No Restrictions
Hartigan-Beach,06/25/2015,5.0,51.7,Swim Ban
Hartigan-Beach,06/26/2015,35.0,35.3,No Restrictions
Hartigan-Beach,06/27/2015,0.0,40.1,No Restrictions
Hartigan-Beach,06/28/2015,0.0,11.9,No Restrictions
Hartigan-Beach,06/29/2015,48.0,32.1,No Restrictions
Hartigan-Beach,06/30/2015,4.0,19.6,No Restrictions
Hartigan-Beach,07/01/2015,128.0,54.2,No Restrictions
Hartigan-Beach,07/02/2015,20.0,57.3,Swim Advisory
Hartigan-Beach,07/03/2015,0.0,40.6,No Restrictions
Hartigan-Beach,07/04/2015,0.0,11.0,No Restrictions
Hartigan-Beach,07/05/2015,0.0,11.7,No Restrictions
Hartigan-Beach,07/06/2015,2.0,17.7,No Restrictions
Hartigan-Beach,07/07/2015,281.0,85.4,Swim Ban
Hartigan-Beach,07/08/2015,355.0,49.6,Swim Advisory
Hartigan-Beach,07/09/2015,214.0,40.2,Swim Advisory
Hartigan-Beach,07/10/2015,93.0,24.3,No Restrictions
Hartigan-Beach,07/11/2015,0.0,18.7,No Restrictions
Hartigan-Beach,07/12/2015,0.0,32.0,No Restrictions
Hartigan-Beach,07/13/2015,95.0,44.9,No Restrictions
Hartigan-Beach,07/14/2015,1.0,16.4,No Restrictions
Hartigan-Beach,07/15/2015,399.0,30.7,Swim Advisory
Hartigan-Beach,07/16/2015,109.0,31.2,Swim Advisory
Hartigan-Beach,07/17/2015,16.0,17.8,No Restrictions
Hartigan-Beach,07/18/2015,0.0,10.2,No Restrictions
Hartigan-Beach,07/19/2015,0.0,18.7,No Restrictions
Hartigan-Beach,07/20/2015,7.0,11.9,No Restrictions
Hartigan-Beach,07/21/2015,48.0,20.0,No Restrictions
Hartigan-Beach,07/22/2015,11.0,22.5,No Restrictions
Hartigan-Beach,07/23/2015,24.0,15.1,No Restrictions
Hartigan-Beach,07/24/2015,23.0,14.4,No Restrictions
Hartigan-Beach,07/25/2015,0.0,11.3,No Restrictions
Hartigan-Beach,07/26/2015,0.0,26.8,No Restrictions
Hartigan-Beach,07/27/2015,79.0,19.0,No Restrictions
Hartigan-Beach,07/28/2015,34.0,19.5,No Restrictions
Hartigan-Beach,07/29/2015,21.0,13.4,No Restrictions
Hartigan-Beach,07/30/2015,24.0,13.4,No Restrictions
Hartigan-Beach,07/31/2015,596.0,17.4,No Restrictions
Hartigan-Beach,08/01/2015,34.0,12.2,Swim Advisory
Hartigan-Beach,08/02/2015,0.0,13.2,No Restrictions
Hartigan-Beach,08/03/2015,649.0,30.5,No Restrictions
Hartigan-Beach,08/04/2015,23.0,13.2,Swim Advisory
Hartigan-Beach,08/05/2015,399.0,24.0,No Restrictions
Hartigan-Beach,08/06/2015,29.0,51.3,Swim Advisory
Hartigan-Beach,08/07/2015,20.0,12.8,No Restrictions
Hartigan-Beach,08/08/2015,0.0,11.0,No Restrictions
Hartigan-Beach,08/09/2015,0.0,51.0,No Restrictions
Hartigan-Beach,08/10/2015,13.0,32.6,Swim Ban
Hartigan-Beach,08/11/2015,163.0,57.6,No Restrictions
Hartigan-Beach,08/12/2015,74.0,49.8,No Restrictions
Hartigan-Beach,08/13/2015,10.0,14.5,No Restrictions
Hartigan-Beach,08/14/2015,32.0,16.8,No Restrictions
Hartigan-Beach,08/15/2015,0.0,20.0,No Restrictions
Hartigan-Beach,08/16/2015,0.0,15.3,No Restrictions
Hartigan-Beach,08/17/2015,9.0,14.8,Swim Ban
Hartigan-Beach,08/18/2015,9.0,104.3,No Restrictions
Hartigan-Beach,08/19/2015,52.0,29.5,No Restrictions
Hartigan-Beach,08/20/2015,7.0,20.4,No Restrictions
Hartigan-Beach,08/21/2015,2.0,22.1,No Restrictions
Hartigan-Beach,08/22/2015,0.0,30.6,No Restrictions
Hartigan-Beach,08/23/2015,0.0,37.4,No Restrictions
Hartigan-Beach,08/24/2015,70.0,24.2,No Restrictions
Hartigan-Beach,08/25/2015,41.0,22.9,No Restrictions
Hartigan-Beach,08/26/2015,22.0,53.3,No Restrictions
Hartigan-Beach,08/27/2015,5.0,30.5,No Restrictions
Hartigan-Beach,08/28/2015,79.0,41.7,No Restrictions
Hartigan-Beach,08/29/2015,0.0,121.8,No Restrictions
Hartigan-Beach,08/30/2015,0.0,58.0,No Restrictions
Hartigan-Beach,08/31/2015,10.0,28.3,No Restrictions
Hartigan-Beach,09/01/2015,2.0,17.2,No Restrictions
Hartigan-Beach,09/02/2015,5.0,16.8,No Restrictions
Hartigan-Beach,09/03/2015,2.0,19.1,No Restrictions
Hartigan-Beach,09/04/2015,11.0,40.8,No Restrictions
Hartigan-Beach,09/05/2015,0.0,41.5,No Restrictions
Hartigan-Beach,09/06/2015,0.0,14.3,No Restrictions
Hartigan-Beach,09/07/2015,0.0,18.1,No Restrictions
Howard-Beach,05/22/2015,3.0,19.8,No Restrictions
Howard-Beach,05/23/2015,1.0,16.9,No Restrictions
Howard-Beach,05/24/2015,0.0,23.7,No Restrictions
Howard-Beach,05/25/2015,0.0,50.7,No Restrictions
Howard-Beach,05/26/2015,14.0,13.1,No Restrictions
Howard-Beach,05/27/2015,2.0,9.5,No Restrictions
Howard-Beach,05/28/2015,1.0,7.1,No Restrictions
Howard-Beach,05/29/2015,1.0,15.3,No Restrictions
Howard-Beach,05/30/2015,0.0,24.6,Swim Ban
Howard-Beach,05/31/2015,0.0,102.4,Swim Ban
Howard-Beach,06/01/2015,61.0,78.6,No Restrictions
Howard-Beach,06/02/2015,23.0,19.5,No Restrictions
Howard-Beach,06/03/2015,8.0,15.8,No Restrictions
Howard-Beach,06/04/2015,3.0,9.8,No Restrictions
Howard-Beach,06/05/2015,13.0,31.5,Swim Advisory
Howard-Beach,06/06/2015,0.0,29.4,No Restrictions
Howard-Beach,06/07/2015,0.0,10.3,No Restrictions
Howard-Beach,06/08/2015,1.0,16.5,Swim Ban
Howard-Beach,06/09/2015,4.0,21.4,No Restrictions
Howard-Beach,06/10/2015,1.0,4.9,No Restrictions
Howard-Beach,06/11/2015,22.0,31.0,No Restrictions
Howard-Beach,06/12/2015,58.0,27.3,No Restrictions
Howard-Beach,06/13/2015,0.0,20.4,Swim Ban
Howard-Beach,06/14/2015,0.0,20.4,No Restrictions
Howard-Beach,06/15/2015,387.0,11.1,Swim Ban
Howard-Beach,06/16/2015,8.0,80.6,Swim Ban
Howard-Beach,06/17/2015,361.0,32.1,No Restrictions
Howard-Beach,06/18/2015,997.0,17.5,Swim Advisory
Howard-Beach,06/19/2015,325.0,57.1,Swim Advisory
Howard-Beach,06/20/2015,21.0,30.0,Swim Advisory
Howard-Beach,06/21/2015,0.0,19.8,No Restrictions
Howard-Beach,06/22/2015,6.0,13.4,Swim Ban
Howard-Beach,06/23/2015,10.0,17.1,No Restrictions
Howard-Beach,06/24/2015,10.0,20.3,No Restrictions
Howard-Beach,06/25/2015,118.0,51.7,No Restrictions
Howard-Beach,06/26/2015,43.0,35.3,No Restrictions
Howard-Beach,06/27/2015,0.0,40.1,Swim Advisory
Howard-Beach,06/28/2015,0.0,11.9,No Restrictions
Howard-Beach,06/29/2015,32.0,32.1,No Restrictions
Howard-Beach,06/30/2015,4.0,19.6,No Restrictions
Howard-Beach,07/01/2015,51.0,54.2,No Restrictions
Howard-Beach,07/02/2015,17.0,57.3,No Restrictions
Howard-Beach,07/03/2015,0.0,40.6,No Restrictions
Howard-Beach,07/04/2015,0.0,11.0,No Restrictions
Howard-Beach,07/05/2015,0.0,11.7,No Restrictions
Howard-Beach,07/06/2015,2.0,17.7,Swim Advisory
Howard-Beach,07/07/2015,1546.0,85.4,Swim Ban
Howard-Beach,07/08/2015,332.0,49.6,Swim Advisory
Howard-Beach,07/09/2015,96.0,40.2,Swim Advisory
Howard-Beach,07/10/2015,8.0,24.3,No Restrictions
Howard-Beach,07/11/2015,0.0,18.7,No Restrictions
Howard-Beach,07/12/2015,0.0,32.0,No Restrictions
Howard-Beach,07/13/2015,117.0,44.9,No Restrictions
Howard-Beach,07/14/2015,1.0,16.4,No Restrictions
Howard-Beach,07/15/2015,296.0,30.7,No Restrictions
Howard-Beach,07/16/2015,31.0,31.2,Swim Advisory
Howard-Beach,07/17/2015,14.0,17.8,No Restrictions
Howard-Beach,07/18/2015,0.0,10.2,Swim Ban
Howard-Beach,07/19/2015,0.0,18.7,No Restrictions
Howard-Beach,07/20/2015,12.0,11.9,No Restrictions
Howard-Beach,07/21/2015,52.0,20.0,No Restrictions
Howard-Beach,07/22/2015,9.0,22.5,No Restrictions
Howard-Beach,07/23/2015,10.0,15.1,No Restrictions
Howard-Beach,07/24/2015,5.0,14.4,No Restrictions
Howard-Beach,07/25/2015,0.0,11.3,No Restrictions
Howard-Beach,07/26/2015,0.0,26.8,No Restrictions
Howard-Beach,07/27/2015,18.0,19.0,No Restrictions
Howard-Beach,07/28/2015,7.0,19.5,No Restrictions
Howard-Beach,07/29/2015,8.0,13.4,No Restrictions
Howard-Beach,07/30/2015,1.0,13.4,No Restrictions
Howard-Beach,07/31/2015,2.0,17.4,No Restrictions
Howard-Beach,08/01/2015,0.0,12.2,No Restrictions
Howard-Beach,08/02/2015,0.0,13.2,No Restrictions
Howard-Beach,08/03/2015,125.0,30.5,No Restrictions
Howard-Beach,08/04/2015,5.0,13.2,No Restrictions
Howard-Beach,08/05/2015,9.0,24.0,No Restrictions
Howard-Beach,08/06/2015,17.0,51.3,No Restrictions
Howard-Beach,08/07/2015,21.0,12.8,No Restrictions
Howard-Beach,08/08/2015,0.0,11.0,No Restrictions
Howard-Beach,08/09/2015,0.0,51.0,No Restrictions
Howard-Beach,08/10/2015,4.0,32.6,Swim Ban
Howard-Beach,08/11/2015,21.0,57.6,No Restrictions
Howard-Beach,08/12/2015,19.0,49.8,No Restrictions
Howard-Beach,08/13/2015,9.0,14.5,No Restrictions
Howard-Beach,08/14/2015,1.0,16.8,No Restrictions
Howard-Beach,08/15/2015,0.0,20.0,No Restrictions
Howard-Beach,08/16/2015,0.0,15.3,No Restrictions
Howard-Beach,08/17/2015,8.0,14.8,No Restrictions
Howard-Beach,08/18/2015,6.0,104.3,No Restrictions
Howard-Beach,08/19/2015,12.0,29.5,No Restrictions
Howard-Beach,08/20/2015,3.0,20.4,No Restrictions
Howard-Beach,08/21/2015,1.0,22.1,No Restrictions
Howard-Beach,08/22/2015,0.0,30.6,No Restrictions
Howard-Beach,08/23/2015,0.0,37.4,No Restrictions
Howard-Beach,08/24/2015,1.0,24.2,No Restrictions
Howard-Beach,08/25/2015,7.0,22.9,No Restrictions
Howard-Beach,08/26/2015,4.0,53.3,No Restrictions
Howard-Beach,08/27/2015,8.0,30.5,No Restrictions
Howard-Beach,08/28/2015,5.0,41.7,No Restrictions
Howard-Beach,08/29/2015,0.0,121.8,No Restrictions
Howard-Beach,08/30/2015,0.0,58.0,No Restrictions
Howard-Beach,08/31/2015,5.0,28.3,No Restrictions
Howard-Beach,09/01/2015,2.0,17.2,No Restrictions
Howard-Beach,09/02/2015,2.0,16.8,No Restrictions
Howard-Beach,09/03/2015,1.0,19.1,No Restrictions
Howard-Beach,09/04/2015,91.0,40.8,No Restrictions
Howard-Beach,09/05/2015,0.0,41.5,No Restrictions
Howard-Beach,09/06/2015,0.0,14.3,No Restrictions
Howard-Beach,09/07/2015,0.0,18.1,No Restrictions
Rogers-Beach,05/22/2015,0.0,19.3,No Restrictions
Rogers-Beach,05/23/2015,1.0,16.9,No Restrictions
Rogers-Beach,05/24/2015,0.0,23.7,No Restrictions
Rogers-Beach,05/25/2015,0.0,50.7,No Restrictions
Rogers-Beach,05/26/2015,2.0,13.1,No Restrictions
Rogers-Beach,05/27/2015,2.0,9.5,No Restrictions
Rogers-Beach,05/28/2015,2.0,7.1,No Restrictions
Rogers-Beach,05/29/2015,1.0,15.3,No Restrictions
Rogers-Beach,05/30/2015,0.0,24.6,Swim Ban
Rogers-Beach,05/31/2015,0.0,102.4,Swim Ban
Rogers-Beach,06/01/2015,117.0,78.6,No Restrictions
Rogers-Beach,06/02/2015,19.0,19.5,No Restrictions
Rogers-Beach,06/03/2015,4.0,15.8,No Restrictions
Rogers-Beach,06/04/2015,1.0,9.8,No Restrictions
Rogers-Beach,06/05/2015,19.0,31.5,Swim Advisory
Rogers-Beach,06/06/2015,0.0,29.4,No Restrictions
Rogers-Beach,06/07/2015,0.0,10.3,No Restrictions
Rogers-Beach,06/08/2015,1.0,16.5,Swim Ban
