Beach,Date,Reading,Prediction,SwimStatus
Rogers-Beach,06/09/2015,2.0,21.4,No Restrictions
Rogers-Beach,06/10/2015,1.0,4.9,No Restrictions
Rogers-Beach,06/11/2015,62.0,31.0,No Restrictions
Rogers-Beach,06/12/2015,37.0,27.3,No Restrictions
Rogers-Beach,06/13/2015,0.0,20.4,Swim Ban
Rogers-Beach,06/14/2015,0.0,20.4,No Restrictions
Rogers-Beach,06/15/2015,371.0,11.1,Swim Ban
Rogers-Beach,06/16/2015,30.0,80.6,Swim Ban
Rogers-Beach,06/17/2015,387.0,32.1,No Restrictions
Rogers-Beach,06/18/2015,2.0,17.5,Swim Advisory
Rogers-Beach,06/19/2015,542.0,57.1,No Restrictions
Rogers-Beach,06/20/2015,49.0,30.0,Swim Advisory
Rogers-Beach,06/21/2015,0.0,19.8,No Restrictions
Rogers-Beach,06/22/2015,4.0,13.4,Swim Ban
Rogers-Beach,06/23/2015,8.0,17.1,No Restrictions
Rogers-Beach,06/24/2015,3.0,20.3,No Restrictions
Rogers-Beach,06/25/2015,38.0,51.7,No Restrictions
Rogers-Beach,06/26/2015,130.0,35.3,No Restrictions
Rogers-Beach,06/27/2015,0.0,40.1,Swim Advisory
Rogers-Beach,06/28/2015,0.0,11.9,No Restrictions
Rogers-Beach,06/29/2015,2.0,32.1,No Restrictions
Rogers-Beach,06/30/2015,1.0,19.6,No Restrictions
Rogers-Beach,07/01/2015,222.0,54.2,No Restrictions
Rogers-Beach,07/02/2015,20.0,57.3,No Restrictions
Rogers-Beach,07/03/2015,0.0,40.6,No Restrictions
Rogers-Beach,07/04/2015,0.0,11.0,No Restrictions
Rogers-Beach,07/05/2015,0.0,11.7,No Restrictions
Rogers-Beach,07/06/2015,11.0,17.7,Swim Advisory
Rogers-Beach,07/07/2015,982.0,85.4,Swim Ban
Rogers-Beach,07/08/2015,387.0,49.6,Swim Advisory
Rogers-Beach,07/09/2015,131.0,40.2,Swim Advisory
Rogers-Beach,07/10/2015,58.0,24.3,No Restrictions
Rogers-Beach,07/11/2015,0.0,18.7,No Restrictions
Rogers-Beach,07/12/2015,0.0,32.0,No Restrictions
Rogers-Beach,07/13/2015,262.0,44.9,No Restrictions
Rogers-Beach,07/14/2015,1.0,16.4,Swim Advisory
Rogers-Beach,07/15/2015,422.0,30.7,No Restrictions
Rogers-Beach,07/16/2015,81.0,31.2,Swim Advisory
Rogers-Beach,07/17/2015,19.0,17.8,No Restrictions
Rogers-Beach,07/18/2015,0.0,10.2,Swim Ban
Rogers-Beach,07/19/2015,0.0,18.7,No Restrictions
Rogers-Beach,07/20/2015,1.0,11.9,No Restrictions
Rogers-Beach,07/21/2015,140.0,20.0,No Restrictions
Rogers-Beach,07/22/2015,3.0,22.5,No Restrictions
Rogers-Beach,07/23/2015,11.0,15.1,No Restrictions
Rogers-Beach,07/24/2015,25.0,14.4,No Restrictions
Rogers-Beach,07/25/2015,0.0,11.3,No Restrictions
Rogers-Beach,07/26/2015,0.0,26.8,No Restrictions
Rogers-Beach,07/27/2015,17.0,19.0,No Restrictions
Rogers-Beach,07/28/2015,10.0,19.5,No Restrictions
Rogers-Beach,07/29/2015,2.0,13.4,No Restrictions
Rogers-Beach,07/30/2015,7.0,13.4,No Restrictions
Rogers-Beach,07/31/2015,1.0,17.4,No Restrictions
Rogers-Beach,08/01/2015,0.0,12.2,No Restrictions
Rogers-Beach,08/02/2015,0.0,13.2,No Restrictions
Rogers-Beach,08/03/2015,150.0,30.5,No Restrictions
Rogers-Beach,08/04/2015,8.0,13.2,No Restrictions
Rogers-Beach,08/05/2015,7.0,24.0,No Restrictions
Rogers-Beach,08/06/2015,33.0,51.3,No Restrictions
Rogers-Beach,08/07/2015,20.0,12.8,No Restrictions
Rogers-Beach,08/08/2015,0.0,11.0,No Restrictions
Rogers-Beach,08/09/2015,0.0,51.0,No Restrictions
Rogers-Beach,08/10/2015,87.0,32.6,Swim Ban
Rogers-Beach,08/11/2015,69.0,57.6,No Restrictions
Rogers-Beach,08/12/2015,35.0,49.8,No Restrictions
Rogers-Beach,08/13/2015,7.0,14.5,No Restrictions
Rogers-Beach,08/14/2015,139.0,16.8,No Restrictions
Rogers-Beach,08/15/2015,0.0,20.0,No Restrictions
Rogers-Beach,08/16/2015,0.0,15.3,No Restrictions
Rogers-Beach,08/17/2015,26.0,14.8,No Restrictions
Rogers-Beach,08/18/2015,2.0,104.3,No Restrictions
Rogers-Beach,08/19/2015,3.0,29.5,No Restrictions
Rogers-Beach,08/20/2015,1.0,20.4,No Restrictions
Rogers-Beach,08/21/2015,1.0,22.1,No Restrictions
Rogers-Beach,08/22/2015,0.0,30.6,No Restrictions
Rogers-Beach,08/23/2015,0.0,37.4,No Restrictions
Rogers-Beach,08/24/2015,1.0,24.2,No Restrictions
Rogers-Beach,08/25/2015,4.0,22.9,No Restrictions
Rogers-Beach,08/26/2015,11.0,53.3,No Restrictions
Rogers-Beach,08/27/2015,109.0,30.5,No Restrictions
Rogers-Beach,08/28/2015,3.0,41.7,No Restrictions
Rogers-Beach,08/29/2015,0.0,121.8,No Restrictions
Rogers-Beach,08/30/2015,0.0,58.0,No Restrictions
Rogers-Beach,08/31/2015,5.0,28.3,No Restrictions
Rogers-Beach,09/01/2015,12.0,17.2,No Restrictions
Rogers-Beach,09/02/2015,1.0,16.8,No Restrictions
Rogers-Beach,09/03/2015,5.0,19.1,No Restrictions
Rogers-Beach,09/04/2015,115.0,40.8,No Restrictions
Rogers-Beach,09/05/2015,0.0,41.5,No Restrictions
Rogers-Beach,09/06/2015,0.0,14.3,No Restrictions
Rogers-Beach,09/07/2015,0.0,18.1,No Restrictions
North-Shore-Beach,05/22/2015,0.0,19.3,No Restrictions
North-Shore-Beach,05/23/2015,3.0,16.9,No Restrictions
North-Shore-Beach,05/24/2015,0.0,23.7,No Restrictions
North-Shore-Beach,05/25/2015,0.0,50.7,No Restrictions
North-Shore-Beach,05/26/2015,1.0,13.1,No Restrictions
North-Shore-Beach,05/27/2015,1.0,9.5,No Restrictions
North-Shore-Beach,05/28/2015,3.0,7.1,No Restrictions
North-Shore-Beach,05/29/2015,8.0,15.3,No Restrictions
North-Shore-Beach,05/30/2015,0.0,24.6,Swim Ban
North-Shore-Beach,05/31/2015,0.0,102.4,Swim Ban
North-Shore-Beach,06/01/2015,111.0,78.6,No Restrictions
North-Shore-Beach,06/02/2015,48.0,19.5,No Restrictions
North-Shore-Beach,06/03/2015,2.0,15.8,No Restrictions
North-Shore-Beach,06/04/2015,15.0,9.8,No Restrictions
North-Shore-Beach,06/05/2015,5.0,31.5,No Restrictions
North-Shore-Beach,06/06/2015,0.0,29.4,No Restrictions
North-Shore-Beach,06/07/2015,0.0,10.3,No Restrictions
North-Shore-Beach,06/08/2015,8.0,16.5,No Restrictions
North-Shore-Beach,06/09/2015,2.0,21.4,No Restrictions
North-Shore-Beach,06/10/2015,1.0,4.9,No Restrictions
North-Shore-Beach,06/11/2015,17.0,31.0,No Restrictions
North-Shore-Beach,06/12/2015,25.0,27.3,No Restrictions
North-Shore-Beach,06/13/2015,0.0,20.4,Swim Ban
North-Shore-Beach,06/14/2015,0.0,20.4,No Restrictions
North-Shore-Beach,06/15/2015,12.0,11.1,Swim Ban
North-Shore-Beach,06/16/2015,42.0,80.6,Swim Ban
North-Shore-Beach,06/17/2015,180.0,32.1,No Restrictions
North-Shore-Beach,06/18/2015,6.0,17.5,No Restrictions
North-Shore-Beach,06/19/2015,40.0,57.1,No Restrictions
North-Shore-Beach,06/20/2015,0.0,30.0,No Restrictions
North-Shore-Beach,06/21/2015,0.0,19.8,No Restrictions
North-Shore-Beach,06/22/2015,1.0,13.4,Swim Ban
North-Shore-Beach,06/23/2015,7.0,17.1,No Restrictions
North-Shore-Beach,06/24/2015,2.0,20.3,No Restrictions
North-Shore-Beach,06/25/2015,5.0,51.7,Swim Ban
North-Shore-Beach,06/26/2015,35.0,35.3,No Restrictions
North-Shore-Beach,06/27/2015,0.0,40.1,No Restrictions
North-Shore-Beach,06/28/2015,0.0,11.9,No Restrictions
North-Shore-Beach,06/29/2015,48.0,32.1,No Restrictions
North-Shore-Beach,06/30/2015,4.0,19.6,No Restrictions
North-Shore-Beach,07/01/2015,128.0,54.2,No Restrictions
North-Shore-Beach,07/02/2015,20.0,57.3,Swim Advisory
North-Shore-Beach,07/03/2015,0.0,40.6,No Restrictions
North-Shore-Beach,07/04/2015,0.0,11.0,No Restrictions
North-Shore-Beach,07/05/2015,0.0,11.7,No Restrictions
North-Shore-Beach,07/06/2015,2.0,17.7,No Restrictions
North-Shore-Beach,07/07/2015,281.0,85.4,Swim Ban
North-Shore-Beach,07/08/2015,355.0,49.6,Swim Advisory
North-Shore-Beach,07/09/2015,214.0,40.2,Swim Advisory
North-Shore-Beach,07/10/2015,93.0,24.3,No Restrictions
North-Shore-Beach,07/11/2015,0.0,18.7,No Restrictions
North-Shore-Beach,07/12/2015,0.0,32.0,No Restrictions
North-Shore-Beach,07/13/2015,95.0,44.9,No Restrictions
North-Shore-Beach,07/14/2015,1.0,16.4,No Restrictions
North-Shore-Beach,07/15/2015,399.0,30.7,Swim Advisory
North-Shore-Beach,07/16/2015,109.0,31.2,Swim Advisory
North-Shore-Beach,07/17/2015,16.0,17.8,No Restrictions
North-Shore-Beach,07/18/2015,0.0,10.2,No Restrictions
North-Shore-Beach,07/19/2015,0.0,18.7,No Restrictions
North-Shore-Beach,07/20/2015,7.0,11.9,No Restrictions
North-Shore-Beach,07/21/2015,48.0,20.0,No Restrictions
North-Shore-Beach,07/22/2015,11.0,22.5,No Restrictions
North-Shore-Beach,07/23/2015,24.0,15.1,No Restrictions
North-Shore-Beach,07/24/2015,23.0,14.4,No Restrictions
North-Shore-Beach,07/25/2015,0.0,11.3,No Restrictions
North-Shore-Beach,07/26/2015,0.0,26.8,No Restrictions
North-Shore-Beach,07/27/2015,79.0,19.0,No Restrictions
North-Shore-Beach,07/28/2015,34.0,19.5,No Restrictions
North-Shore-Beach,07/29/2015,21.0,13.4,No Restrictions
North-Shore-Beach,07/30/2015,24.0,13.4,No Restrictions
North-Shore-Beach,07/31/2015,596.0,17.4,No Restrictions
North-Shore-Beach,08/01/2015,34.0,12.2,Swim Advisory
North-Shore-Beach,08/02/2015,0.0,13.2,No Restrictions
North-Shore-Beach,08/03/2015,649.0,30.5,No Restrictions
North-Shore-Beach,08/04/2015,23.0,13.2,Swim Advisory
North-Shore-Beach,08/05/2015,399.0,24.0,No Restrictions
North-Shore-Beach,08/06/2015,29.0,51.3,Swim Advisory
North-Shore-Beach,08/07/2015,20.0,12.8,No Restrictions
North-Shore-Beach,08/08/2015,0.0,11.0,No Restrictions
North-Shore-Beach,08/09/2015,0.0,51.0,No Restrictions
North-Shore-Beach,08/10/2015,13.0,32.6,Swim Ban
North-Shore-Beach,08/11/2015,163.0,57.6,No Restrictions
North-Shore-Beach,08/12/2015,74.0,49.8,No Restrictions
North-Shore-Beach,08/13/2015,10.0,14.5,No Restrictions
North-Shore-Beach,08/14/2015,32.0,16.8,No Restrictions
North-Shore-Beach,08/15/2015,0.0,20.0,No Restrictions
North-Shore-Beach,08/16/2015,0.0,15.3,No Restrictions
North-Shore-Beach,08/17/2015,9.0,14.8,Swim Ban
North-Shore-Beach,08/18/2015,9.0,104.3,No Restrictions
North-Shore-Beach,08/19/2015,52.0,29.5,No Restrictions
North-Shore-Beach,08/20/2015,7.0,20.4,No Restrictions
North-Shore-Beach,08/21/2015,2.0,22.1,No Restrictions
North-Shore-Beach,08/22/2015,0.0,30.6,No Restrictions
North-Shore-Beach,08/23/2015,0.0,37.4,No Restrictions
North-Shore-Beach,08/24/2015,70.0,24.2,No Restrictions
North-Shore-Beach,08/25/2015,41.0,22.9,No Restrictions
North-Shore-Beach,08/26/2015,22.0,53.3,No Restrictions
North-Shore-Beach,08/27/2015,5.0,30.5,No Restrictions
North-Shore-Beach,08/28/2015,79.0,41.7,No Restrictions
North-Shore-Beach,08/29/2015,0.0,121.8,No Restrictions
North-Shore-Beach,08/30/2015,0.0,58.0,No Restrictions
North-Shore-Beach,08/31/2015,10.0,28.3,No Restrictions
North-Shore-Beach,09/01/2015,2.0,17.2,No Restrictions
North-Shore-Beach,09/02/2015,5.0,16.8,No Restrictions
North-Shore-Beach,09/03/2015,2.0,19.1,No Restrictions
North-Shore-Beach,09/04/2015,11.0,40.8,No Restrictions
North-Shore-Beach,09/05/2015,0.0,41.5,No Restrictions
North-Shore-Beach,09/06/2015,0.0,14.3,No Restrictions
North-Shore-Beach,09/07/2015,0.0,18.1,No Restrictions
Tobey-Prinz-Beach,05/22/2015,0.0,19.3,No Restrictions
Tobey-Prinz-Beach,05/23/2015,3.0,16.9,No Restrictions
Tobey-Prinz-Beach,05/24/2015,0.0,23.7,No Restrictions
Tobey-Prinz-Beach,05/25/2015,0.0,50.7,No Restrictions
Tobey-Prinz-Beach,05/26/2015,1.0,13.1,No Restrictions
Tobey-Prinz-Beach,05/27/2015,1.0,9.5,No Restrictions
Tobey-Prinz-Beach,05/28/2015,3.0,7.1,No Restrictions
Tobey-Prinz-Beach,05/29/2015,8.0,15.3,No Restrictions
Tobey-Prinz-Beach,05/30/2015,0.0,24.6,Swim Ban
Tobey-Prinz-Beach,05/31/2015,0.0,102.4,Swim Ban
Tobey-Prinz-Beach,06/01/2015,111.0,78.6,No Restrictions
Tobey-Prinz-Beach,06/02/2015,48.0,19.5,No Restrictions
Tobey-Prinz-Beach,06/03/2015,2.0,15.8,No Restrictions
Tobey-Prinz-Beach,06/04/2015,15.0,9.8,No Restrictions
Tobey-Prinz-Beach,06/05/2015,5.0,31.5,No Restrictions
Tobey-Prinz-Beach,06/06/2015,0.0,29.4,No Restrictions
Tobey-Prinz-Beach,06/07/2015,0.0,10.3,No Restrictions
Tobey-Prinz-Beach,06/08/2015,8.0,16.5,No Restrictions
Tobey-Prinz-Beach,06/09/2015,2.0,21.4,No Restrictions
Tobey-Prinz-Beach,06/10/2015,1.0,4.9,No Restrictions
Tobey-Prinz-Beach,06/11/2015,17.0,31.0,No Restrictions
Tobey-Prinz-Beach,06/12/2015,25.0,27.3,No Restrictions
Tobey-Prinz-Beach,06/13/2015,0.0,20.4,Swim Ban
Tobey-Prinz-Beach,06/14/2015,0.0,20.4,No Restrictions
Tobey-Prinz-Beach,06/15/2015,12.0,11.1,Swim Ban
Tobey-Prinz-Beach,06/16/2015,42.0,80.6,Swim Ban
Tobey-Prinz-Beach,06/17/2015,180.0,32.1,No Restrictions
Tobey-Prinz-Beach,06/18/2015,6.0,17.5,No Restrictions
Tobey-Prinz-Beach,06/19/2015,40.0,57.1,No Restrictions
Tobey-Prinz-Beach,06/20/2015,0.0,30.0,No Restrictions
Tobey-Prinz-Beach,06/21/2015,0.0,19.8,No Restrictions
Tobey-Prinz-Beach,06/22/2015,1.0,13.4,Swim Ban
Tobey-Prinz-Beach,06/23/2015,7.0,17.1,No Restrictions
Tobey-Prinz-Beach,06/24/2015,2.0,20.3,No Restrictions
Tobey-Prinz-Beach,06/25/2015,5.0,51.7,Swim Ban
Tobey-Prinz-Beach,06/26/2015,35.0,35.3,No Restrictions
Tobey-Prinz-Beach,06/27/2015,0.0,40.1,No Restrictions
Tobey-Prinz-Beach,06/28/2015,0.0,11.9,No Restrictions
Tobey-Prinz-Beach,06/29/2015,48.0,32.1,No Restrictions
Tobey-Prinz-Beach,06/30/2015,4.0,19.6,No Restrictions
Tobey-Prinz-Beach,07/01/2015,128.0,54.2,No Restrictions
Tobey-Prinz-Beach,07/02/2015,20.0,57.3,Swim Advisory
Tobey-Prinz-Beach,07/03/2015,0.0,40.6,No Restrictions
Tobey-Prinz-Beach,07/04/2015,0.0,11.0,No Restrictions
Tobey-Prinz-Beach,07/05/2015,0.0,11.7,No Restrictions
Tobey-Prinz-Beach,07/06/2015,2.0,17.7,No Restrictions
Tobey-Prinz-Beach,07/07/2015,281.0,85.4,Swim Ban
Tobey-Prinz-Beach,07/08/2015,355.0,49.6,Swim Advisory
Tobey-Prinz-Beach,07/09/2015,214.0,40.2,Swim Advisory
Tobey-Prinz-Beach,07/10/2015,93.0,24.3,No Restrictions
Tobey-Prinz-Beach,07/11/2015,0.0,18.7,No Restrictions
Tobey-Prinz-Beach,07/12/2015,0.0,32.0,No Restrictions
Tobey-Prinz-Beach,07/13/2015,95.0,44.9,No Restrictions
Tobey-Prinz-Beach,07/14/2015,1.0,16.4,No Restrictions
Tobey-Prinz-Beach,07/15/2015,399.0,30.7,Swim Advisory
Tobey-Prinz-Beach,07/16/2015,109.0,31.2,Swim Advisory
Tobey-Prinz-Beach,07/17/2015,16.0,17.8,No Restrictions
Tobey-Prinz-Beach,07/18/2015,0.0,10.2,No Restrictions
Tobey-Prinz-Beach,07/19/2015,0.0,18.7,No Restrictions
Tobey-Prinz-Beach,07/20/2015,7.0,11.9,No Restrictions
Tobey-Prinz-Beach,07/21/2015,48.0,20.0,No Restrictions
Tobey-Prinz-Beach,07/22/2015,11.0,22.5,No Restrictions
Tobey-Prinz-Beach,07/23/2015,24.0,15.1,No Restrictions
Tobey-Prinz-Beach,07/24/2015,23.0,14.4,No Restrictions
Tobey-Prinz-Beach,07/25/2015,0.0,11.3,No Restrictions
Tobey-Prinz-Beach,07/26/2015,0.0,26.8,No Restrictions
Tobey-Prinz-Beach,07/27/2015,79.0,19.0,No Restrictions
Tobey-Prinz-Beach,07/28/2015,34.0,19.5,No Restrictions
Tobey-Prinz-Beach,07/29/2015,21.0,13.4,No Restrictions
Tobey-Prinz-Beach,07/30/2015,24.0,13.4,No Restrictions
Tobey-Prinz-Beach,07/31/2015,596.0,17.4,No Restrictions
Tobey-Prinz-Beach,08/01/2015,34.0,12.2,No Restrictions
Tobey-Prinz-Beach,08/02/2015,0.0,13.2,No Restrictions
Tobey-Prinz-Beach,08/03/2015,649.0,30.5,No Restrictions
Tobey-Prinz-Beach,08/04/2015,23.0,13.2,Swim Advisory
Tobey-Prinz-Beach,08/05/2015,399.0,24.0,No Restrictions
Tobey-Prinz-Beach,08/06/2015,29.0,51.3,Swim Advisory
Tobey-Prinz-Beach,08/07/2015,20.0,12.8,No Restrictions
Tobey-Prinz-Beach,08/08/2015,0.0,11.0,No Restrictions
Tobey-Prinz-Beach,08/09/2015,0.0,51.0,No Restrictions
Tobey-Prinz-Beach,08/10/2015,13.0,32.6,Swim Ban
Tobey-Prinz-Beach,08/11/2015,163.0,57.6,No Restrictions
Tobey-Prinz-Beach,08/12/2015,74.0,49.8,No Restrictions
Tobey-Prinz-Beach,08/13/2015,10.0,14.5,No Restrictions
Tobey-Prinz-Beach,08/14/2015,32.0,16.8,No Restrictions
Tobey-Prinz-Beach,08/15/2015,0.0,20.0,No Restrictions
Tobey-Prinz-Beach,08/16/2015,0.0,15.3,No Restrictions
Tobey-Prinz-Beach,08/17/2015,9.0,14.8,Swim Ban
Tobey-Prinz-Beach,08/18/2015,9.0,104.3,No Restrictions
Tobey-Prinz-Beach,08/19/2015,52.0,29.5,No Restrictions
Tobey-Prinz-Beach,08/20/2015,7.0,20.4,No Restrictions
Tobey-Prinz-Beach,08/21/2015,2.0,22.1,No Restrictions
Tobey-Prinz-Beach,08/22/2015,0.0,30.6,No Restrictions
Tobey-Prinz-Beach,08/23/2015,0.0,37.4,No Restrictions
Tobey-Prinz-Beach,08/24/2015,70.0,24.2,No Restrictions
Tobey-Prinz-Beach,08/25/2015,41.0,22.9,No Restrictions
Tobey-Prinz-Beach,08/26/2015,22.0,53.3,No Restrictions
Tobey-Prinz-Beach,08/27/2015,5.0,30.5,No Restrictions
Tobey-Prinz-Beach,08/28/2015,79.0,41.7,No Restrictions
Tobey-Prinz-Beach,08/29/2015,0.0,121.8,No Restrictions
Tobey-Prinz-Beach,08/30/2015,0.0,58.0,No Restrictions
Tobey-Prinz-Beach,08/31/2015,10.0,28.3,No Restrictions
Tobey-Prinz-Beach,09/01/2015,2.0,17.2,No Restrictions
Tobey-Prinz-Beach,09/02/2015,5.0,16.8,No Restrictions
Tobey-Prinz-Beach,09/03/2015,2.0,19.1,No Restrictions
Tobey-Prinz-Beach,09/04/2015,11.0,40.8,No Restrictions
Tobey-Prinz-Beach,09/05/2015,0.0,41.5,No Restrictions
Tobey-Prinz-Beach,09/06/2015,0.0,14.3,No Restrictions
Tobey-Prinz-Beach,09/07/2015,0.0,18.1,No Restrictions
Rainbow-Beach,05/22/2015,0.0,57.8,No Restrictions
Rainbow-Beach,05/23/2015,11.0,45.2,No Restrictions
Rainbow-Beach,05/24/2015,0.0,51.3,No Restrictions
Rainbow-Beach,05/25/2015,0.0,45.7,No Restrictions
Rainbow-Beach,05/26/2015,191.0,78.8,No Restrictions
Rainbow-Beach,05/27/2015,8.0,43.7,No Restrictions
Rainbow-Beach,05/28/2015,24.0,28.5,No Restrictions
Rainbow-Beach,05/29/2015,4.0,73.0,No Restrictions
Rainbow-Beach,05/30/2015,0.0,80.9,Swim Ban
Rainbow-Beach,05/31/2015,0.0,104.3,Swim Advisory
Rainbow-Beach,06/01/2015,103.0,67.3,No Restrictions
Rainbow-Beach,06/02/2015,712.0,60.6,No Restrictions
Rainbow-Beach,06/03/2015,32.0,73.5,Swim Advisory
Rainbow-Beach,06/04/2015,198.0,79.0,No Restrictions
Rainbow-Beach,06/05/2015,1855.0,40.2,No Restrictions
Rainbow-Beach,06/06/2015,49.0,69.7,Swim Advisory
Rainbow-Beach,06/07/2015,0.0,52.5,No Restrictions
Rainbow-Beach,06/08/2015,1.0,138.9,No Restrictions
Rainbow-Beach,06/09/2015,40.0,125.9,No Restrictions
Rainbow-Beach,06/10/2015,7.0,147.6,Swim Ban
Rainbow-Beach,06/11/2015,150.0,53.4,Swim Advisory
Rainbow-Beach,06/12/2015,29.0,128.0,No Restrictions
Rainbow-Beach,06/13/2015,0.0,95.2,No Restrictions
Rainbow-Beach,06/14/2015,0.0,95.2,No Restrictions
Rainbow-Beach,06/15/2015,3.0,100.3,Swim Ban
Rainbow-Beach,06/16/2015,182.0,96.2,Swim Ban
Rainbow-Beach,06/17/2015,135.0,89.6,No Restrictions
Rainbow-Beach,06/18/2015,29.0,53.8,Swim Advisory
Rainbow-Beach,06/19/2015,41.0,101.6,No Restrictions
Rainbow-Beach,06/20/2015,0.0,115.6,No Restrictions
Rainbow-Beach,06/21/2015,0.0,127.2,No Restrictions
Rainbow-Beach,06/22/2015,3.0,107.2,No Restrictions
Rainbow-Beach,06/23/2015,729.0,71.0,No Restrictions
Rainbow-Beach,06/24/2015,105.0,43.4,Swim Advisory
Rainbow-Beach,06/25/2015,25.0,56.1,No Restrictions
Rainbow-Beach,06/26/2015,359.0,128.6,No Restrictions
Rainbow-Beach,06/27/2015,93.0,161.1,Swim Advisory
Rainbow-Beach,06/28/2015,0.0,56.4,No Restrictions
Rainbow-Beach,06/29/2015,115.0,144.2,No Restrictions
Rainbow-Beach,06/30/2015,20.0,163.2,No Restrictions
Rainbow-Beach,07/01/2015,107.0,144.7,No Restrictions
Rainbow-Beach,07/02/2015,18.0,154.7,Swim Advisory
Rainbow-Beach,07/03/2015,0.0,120.6,No Restrictions
Rainbow-Beach,07/04/2015,0.0,128.9,No Restrictions
Rainbow-Beach,07/05/2015,0.0,54.5,No Restrictions
Rainbow-Beach,07/06/2015,86.0,65.6,No Restrictions
Rainbow-Beach,07/07/2015,957.0,269.4,Swim Advisory
Rainbow-Beach,07/08/2015,188.0,128.5,Swim Advisory
Rainbow-Beach,07/09/2015,101.0,206.3,No Restrictions
Rainbow-Beach,07/10/2015,32.0,115.0,No Restrictions
Rainbow-Beach,07/11/2015,0.0,50.5,No Restrictions
Rainbow-Beach,07/12/2015,0.0,134.2,No Restrictions
Rainbow-Beach,07/13/2015,54.0,104.3,No Restrictions
Rainbow-Beach,07/14/2015,40.0,267.4,Swim Advisory
Rainbow-Beach,07/15/2015,366.0,187.5,No Restrictions
Rainbow-Beach,07/16/2015,290.0,123.6,Swim Advisory
Rainbow-Beach,07/17/2015,163.0,108.1,Swim Advisory
Rainbow-Beach,07/18/2015,0.0,94.7,Swim Ban
Rainbow-Beach,07/19/2015,0.0,180.9,No Restrictions
Rainbow-Beach,07/20/2015,37.0,184.9,No Restrictions
Rainbow-Beach,07/21/2015,595.0,264.6,Swim Advisory
Rainbow-Beach,07/22/2015,199.0,148.2,Swim Advisory
Rainbow-Beach,07/23/2015,123.0,72.4,No Restrictions
Rainbow-Beach,07/24/2015,116.0,70.2,No Restrictions
Rainbow-Beach,07/25/2015,0.0,192.1,No Restrictions
Rainbow-Beach,07/26/2015,0.0,168.7,No Restrictions
Rainbow-Beach,07/27/2015,579.0,146.0,No Restrictions
Rainbow-Beach,07/28/2015,242.0,142.0,Swim Advisory
Rainbow-Beach,07/29/2015,88.0,200.8,Swim Advisory
Rainbow-Beach,07/30/2015,50.0,200.8,No Restrictions
Rainbow-Beach,07/31/2015,106.0,171.8,No Restrictions
Rainbow-Beach,08/01/2015,0.0,184.3,No Restrictions
Rainbow-Beach,08/02/2015,0.0,111.0,No Restrictions
Rainbow-Beach,08/03/2015,305.0,243.1,Swim Advisory
Rainbow-Beach,08/04/2015,213.0,199.9,Swim Advisory
Rainbow-Beach,08/05/2015,26.0,159.3,No Restrictions
Rainbow-Beach,08/06/2015,1021.0,220.0,Swim Advisory
Rainbow-Beach,08/07/2015,73.0,101.8,Swim Advisory
Rainbow-Beach,08/08/2015,0.0,118.7,No Restrictions
Rainbow-Beach,08/09/2015,0.0,175.1,No Restrictions
Rainbow-Beach,08/10/2015,65.0,111.5,No Restrictions
Rainbow-Beach,08/11/2015,580.0,225.7,No Restrictions
Rainbow-Beach,08/12/2015,392.0,163.0,Swim Advisory
Rainbow-Beach,08/13/2015,101.0,92.0,Swim Advisory
Rainbow-Beach,08/14/2015,83.0,203.4,No Restrictions
Rainbow-Beach,08/15/2015,0.0,89.9,No Restrictions
Rainbow-Beach,08/16/2015,0.0,86.8,No Restrictions
Rainbow-Beach,08/17/2015,53.0,94.6,Swim Ban
Rainbow-Beach,08/18/2015,23.0,120.8,No Restrictions
Rainbow-Beach,08/19/2015,3.0,198.9,No Restrictions
Rainbow-Beach,08/20/2015,28.0,424.8,Swim Advisory
Rainbow-Beach,08/21/2015,11.0,96.5,No Restrictions
Rainbow-Beach,08/22/2015,0.0,90.5,No Restrictions
Rainbow-Beach,08/23/2015,0.0,136.3,No Restrictions
Rainbow-Beach,08/24/2015,59.0,276.2,Swim Advisory
Rainbow-Beach,08/25/2015,402.0,231.5,No Restrictions
Rainbow-Beach,08/26/2015,37.0,194.3,Swim Advisory
Rainbow-Beach,08/27/2015,93.0,170.9,No Restrictions
Rainbow-Beach,08/28/2015,107.0,93.5,No Restrictions
Rainbow-Beach,08/29/2015,0.0,98.1,No Restrictions
Rainbow-Beach,08/30/2015,0.0,217.0,No Restrictions
Rainbow-Beach,08/31/2015,401.0,103.3,No Restrictions
Rainbow-Beach,09/01/2015,20.0,114.5,Swim Advisory
Rainbow-Beach,09/02/2015,286.0,116.7,No Restrictions
Rainbow-Beach,09/03/2015,252.0,138.6,Swim Advisory
Rainbow-Beach,09/04/2015,1756.0,247.7,Swim Advisory
Rainbow-Beach,09/05/2015,226.0,119.7,Swim Advisory
Rainbow-Beach,09/06/2015,0.0,116.0,No Restrictions
Rainbow-Beach,09/07/2015,0.0,144.3,No Restrictions
Juneway-Beach,05/22/2015,2.0,19.8,No Restrictions
Juneway-Beach,05/23/2015,1.0,16.9,No Restrictions
Juneway-Beach,05/24/2015,0.0,23.7,No Restrictions
Juneway-Beach,05/25/2015,0.0,50.7,No Restrictions
Juneway-Beach,05/26/2015,3.0,13.1,No Restrictions
Juneway-Beach,05/27/2015,1.0,9.5,No Restrictions
