Client.ID,BEACH,Full_date,Escherichia.coli,Drek_Prediction,Weekday
5,Albion,2011-07-01,123.6622820426665,37.4,Friday
5,Albion,2011-07-05,7.042726744663604,37.4,Tuesday
5,Albion,2011-07-06,20.111688143962457,37.4,Wednesday
5,Albion,2011-07-07,23.752894560453047,37.4,Thursday
5,Albion,2011-07-08,1.414213562373095,37.4,Friday
5,Albion,2011-07-11,161.80179232629038,37.4,Monday
5,Albion,2011-07-12,7.014271166700072,37.4,Tuesday
5,Albion,2011-07-13,58.71286060140487,37.4,Wednesday
5,Albion,2011-07-14,24.716998199619628,37.4,Thursday
5,Albion,2011-07-15,2.4899799195977463,37.4,Friday
5,Albion,2011-07-18,1.0,37.4,Monday
5,Albion,2011-07-19,5.903388857258176,37.4,Tuesday
5,Albion,2011-07-20,4.014971979976947,37.4,Wednesday
5,Albion,2011-07-21,7.817288532477229,37.4,Thursday
5,Albion,2011-07-22,127.940454899926,37.4,Friday
5,Albion,2011-07-23,99.42801416099992,37.4,Saturday
5,Albion,2011-07-24,212.27164200618037,37.4,Sunday
5,Albion,2011-07-25,26.161804219128314,37.4,Monday
5,Albion,2011-07-26,6.648308055437865,37.4,Tuesday
5,Albion,2011-07-27,43.6624552676553,37.4,Wednesday
5,Albion,2011-07-28,102.94950218432335,37.4,Thursday
5,Albion,2011-07-29,125.28966437819203,37.4,Friday
5,Albion,2011-08-01,3.6606010435446255,37.4,Monday
5,Albion,2011-08-02,1.0,37.4,Tuesday
5,Albion,2011-08-03,100.57614031170614,37.4,Wednesday
5,Albion,2011-08-04,16.23329911016242,37.4,Thursday
5,Albion,2011-08-08,18.951517089668574,37.4,Monday
5,Albion,2011-08-09,15.024979201316718,37.4,Tuesday
5,Albion,2011-08-10,13.382077566656083,37.4,Wednesday
5,Albion,2011-08-11,6.276941930590086,37.4,Thursday
5,Albion,2011-08-12,2.5099800796022267,37.4,Friday
5,Albion,2011-08-15,93.82611576741307,37.4,Monday
5,Albion,2011-08-16,8.766983517721474,37.4,Tuesday
5,Albion,2011-08-17,54.51531894798012,37.4,Wednesday
5,Albion,2011-08-18,30.71091011350852,37.4,Thursday
5,Albion,2011-08-19,11.593101396951552,37.4,Friday
5,Albion,2011-08-22,34.2227994179319,37.4,Monday
5,Albion,2011-08-23,10.988630487917955,37.4,Tuesday
5,Albion,2011-08-24,4.014971979976947,37.4,Wednesday
5,Albion,2011-08-25,125.72803983201202,37.4,Thursday
5,Albion,2011-08-26,6.648308055437865,37.4,Friday
5,Albion,2011-08-29,27.198345537918296,37.4,Monday
5,Albion,2011-08-30,20.783887990460304,37.4,Tuesday
5,Albion,2011-08-31,33.84375865650859,37.4,Wednesday
5,Albion,2011-09-01,19.543285291884782,37.4,Thursday
5,Albion,2011-09-02,6.827884006044625,37.4,Friday
5,Albion,2012-05-22,9.398404119849284,37.4,Tuesday
5,Albion,2012-05-23,1.760681686165901,37.4,Wednesday
5,Albion,2012-05-24,2.0248456731316584,37.4,Thursday
5,Albion,2012-05-25,1.0,37.4,Friday
5,Albion,2012-05-29,2.0,37.4,Tuesday
5,Albion,2012-05-30,3.872983346207417,37.4,Wednesday
5,Albion,2012-05-31,71.06883986670952,37.4,Thursday
5,Albion,2012-06-01,132.0248461464735,37.4,Friday
5,Albion,2012-06-04,8.472307831990053,37.4,Monday
5,Albion,2012-06-05,8.694826047713663,37.4,Tuesday
5,Albion,2012-06-06,7.1386273190299,37.4,Wednesday
5,Albion,2012-06-07,2.0248456731316584,37.4,Thursday
5,Albion,2012-06-08,10.5,37.4,Friday
5,Albion,2012-06-11,9.501578816175762,37.4,Monday
5,Albion,2012-06-12,10.844353369380768,37.4,Tuesday
5,Albion,2012-06-13,3.5496478698597698,37.4,Wednesday
5,Albion,2012-06-14,94.33451118228153,37.4,Thursday
5,Albion,2012-06-15,12.004165943538101,37.4,Friday
5,Albion,2012-06-18,64.38012115552439,37.4,Monday
5,Albion,2012-06-19,33.33976604596979,37.4,Tuesday
5,Albion,2012-06-20,5.4836119483420775,37.4,Wednesday
5,Albion,2012-06-21,47.98937382379562,37.4,Thursday
5,Albion,2012-06-22,31.992342833871987,37.4,Friday
5,Albion,2012-06-25,355.05795301612386,37.4,Monday
5,Albion,2012-06-26,13.382077566656083,37.4,Tuesday
5,Albion,2012-06-27,13.53440061472986,37.4,Wednesday
5,Albion,2012-06-28,49.229259592238435,37.4,Thursday
5,Albion,2012-06-29,21.87967092988375,37.4,Friday
